HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run|SlickRun,90B4BA425E232753AFD8B89B76AAED1B0196B5B8B5003D8DD53606A02A47CF83
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run|MicrosoftEdgeAutoLaunch_409E307D5CECBBCA1C62851405FA6316,85999D1ACE671BF8949AC4BAF071849B9CA2A5B8C3EF99283024AF3B0AE57E6F
HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Run|SecurityHealth,F0FA74D5199E094348B4E8CEE67397A3D691E80B097413623D8E35FC24CE13F2
HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Run|Bdagent,B20F7EB63D9992EA7CABEE9E9519BFBAB4FA03308920D93E9DA7D9A8D77425B2
HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Run|BdVpnApp,7FB8D51E094D1A020B3675ED795FA3F7DBDF6DBDCA21DD1A7A028D6BA2BEAACC
